technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,Citigroup,Citi,Morgan Stanley,Ubs,Barclays,Volume,Day,Close,Diff,Price_Public_Total,Symbol,Public_Price_Per_Share,Raymond James,Piper Jaffray,Wells Fargo,Merrill Lynch,Rbc Capital,Morgan Stanley.1,Merrill Lynch.1,Eli Lilly,Credit Suisse,Stifel,Jefferies,Hill Road,Robert W. Baird,William Blair,Goldman Sachs,Deutsche Bank,Davis Polk,William Blair.1,Goldman Sachs.1
33,2,0,0,0,0,0,0,8,1,0,0,0,0,0,12,0,0,4,0,0,1,0,0,0,0,2,0,0,10,3,1,0,12,18,,,13.0,1.0,,143553,2021-03-03 19:00:00.000 -0500,9.95,-0.3,300000000.0,VTIQ,10.0,,,,,,1.0,,,,,,,,,,,,,
48,6,0,0,0,0,11,0,150,0,0,3,0,0,0,1,11,1,1,0,1,54,1,33,24,379,4,0,0,0,0,1,0,0,0,,1.0,,1.0,,868435,2015-07-30 20:00:00.000 -0400,10.03,-0.95,117187504.0,VTVT,15.0,,4.0,,,,,,4.0,,1.0,,,,,,,,,
46,8,0,0,0,0,1,0,212,0,0,0,0,0,1,5,22,0,0,0,0,82,4,51,62,772,0,0,0,0,0,1,1,0,0,,1.0,,1.0,,892404,2021-10-21 20:00:00.000 -0400,19.0,-1.99,151562496.0,VTYX,16.0,,,,,,,,3.0,,,1.0,,,,,,,,
64,9,0,0,2,0,3,3,98,0,0,0,0,0,0,26,27,0,2,0,0,125,0,11,271,195,1,0,0,0,0,5,1,1,0,,1.0,,1.0,,3783,2020-12-11 19:00:00.000 -0500,8.51,-0.03,24000000.0,VVOS,6.0,,,,,,,,,,,,,,,,,,,
17,9,0,0,2,1,2,2,63,4,0,0,0,0,1,2,23,0,0,0,0,0,0,0,0,0,113,32,361,44,26,2,0,1,1,,,,1.0,,900,2016-12-28 19:00:00.000 -0500,7.3392,0.8392,24999996.0,VVPR,8.5,,,,,,,,,,,,,,,,,,,
107,3,0,0,7,0,10,4,68,2,0,2,0,0,25,4,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,,,12.0,1.0,,40286,2020-12-15 19:00:00.000 -0500,10.66,0.24,500000000.0,VYGG,10.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,
66,0,0,0,0,0,4,0,122,0,0,0,0,0,0,7,5,0,0,0,0,31,0,29,39,375,1,0,0,0,0,0,0,1,0,,1.0,,1.0,,88003,2015-11-11 19:00:00.000 -0500,17.99,0.24,70000000.0,VYGR,14.0,,9.0,,,,,,4.0,,,,,,,,,,,
159,68,2,0,6,0,252,40,306,9,0,1,0,0,8,29,8,1,13,17,9,0,0,0,1,0,2,0,0,0,0,1,31,3,0,,,,1.0,,3725882,2021-03-25 20:00:00.000 -0400,21.2,1.2,91841928.0,VZIO,21.0,,,,,,,,,,,,,,,,,1.0,,
102,54,0,0,1,0,45,0,111,24,0,3,0,0,0,4,3,45,81,0,0,1,0,0,0,0,1,2,0,0,37,1,25,13,0,1.0,1.0,,1.0,,4056132,2014-10-02 20:00:00.000 -0400,32.1,-5.99,13630000.0,W,29.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
19,1,0,2,0,0,15,34,53,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,,,,1.0,,9200,2021-05-10 20:00:00.000 -0400,0.75,0.0,300000000.0,WALDW,10.0,,,,,,,,,1.0,,,,,,,,,,
276,21,0,0,1,0,3,2,46,0,0,4,1,0,1,3,1,0,0,0,2,0,0,0,1,0,426,134,52,24,0,2,0,3,0,,,,1.0,,16039138,2021-07-01 20:00:00.000 -0400,17.7,5.85,8000000.0,WAVE,8.0,,,,,,,,,,,,,,,,,,,
9,5,0,0,0,4,2,1,9,2,0,0,0,0,0,5,7,0,0,0,0,4,0,0,13,0,1,1,0,0,5,2,0,0,0,,,,1.0,,6496,2022-04-11 20:00:00.000 -0400,9.89,-0.02,100000000.0,WAVS,10.0,,,,,,,,,,,,,,,,,,,
9,5,0,0,0,4,2,1,9,2,0,0,0,0,0,5,7,0,0,0,0,4,0,0,13,0,1,1,0,0,5,2,0,0,0,,,,1.0,,283936,2022-01-12 19:00:00.000 -0500,10.03,-0.02,100000000.0,WAVSU,10.0,,,,,,,,,,,,,,,,,,,
9,5,0,0,0,4,2,1,9,2,0,0,0,0,0,5,7,0,0,0,0,4,0,0,13,0,1,1,0,0,5,2,0,0,0,,,,1.0,,1108300,2022-04-11 20:00:00.000 -0400,0.16,0.02,100000000.0,WAVSW,10.0,,,,,,,,,,,,,,,,,,,
6,0,9,0,0,0,11,2,46,0,1,0,0,0,0,0,0,9,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,,,1.0,,5456133,2023-10-18 20:00:00.000 -0400,3.38,-4.37,3000000.8,WBUY,3.65,,,,,,,,,,,,,,,,,,,
76,612,0,1,122,87,143,42,204,0,0,17,0,0,40,118,0,17,24,8,1,0,0,0,0,0,0,0,0,0,0,2,5,1,0,,,,1.0,,2320361,2024-10-01 20:00:00.000 -0400,4.18,0.28,10000000.0,WCT,0.4,,,,,,,,,,,,,,,,,,,
5,2,0,0,0,0,2,0,46,0,0,0,0,0,0,1,10,0,1,0,0,27,0,0,1,0,0,0,0,3,0,223,3,0,0,,,11.0,1.0,,435049,2010-12-15 19:00:00.000 -0500,9.85,-0.05,30999996.0,WD,10.0,,,,,,1.0,,,1.0,1.0,,,,3.0,,,,1.0,
73,115,1,0,52,1,355,25,133,19,0,5,0,0,4,81,34,3,16,4,4,7,0,0,14,0,0,1,0,0,0,2,0,0,0,1.0,1.0,,1.0,,981930,2021-11-11 19:00:00.000 -0500,18.5,-0.33,120000000.0,WEAV,24.0,1.0,,,,,,,,,1.0,,1.0,,1.0,8.0,,,1.0,1.0
73,45,0,0,13,0,27,13,111,2,0,0,0,0,6,5,17,37,6,5,3,0,0,0,0,0,0,0,0,25,0,9,4,12,2,1.0,1.0,,1.0,,5108931,2021-08-05 20:00:00.000 -0400,18.38,1.58,250000000.0,WEBR,14.0,,,1.0,,,,,,,,,,,,4.0,,1.0,,1.0
14,6,0,0,2,3,2,3,48,0,0,0,0,0,0,7,1,2,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,,,,1.0,,448174,2022-01-17 19:00:00.000 -0500,9.87,0.07,100000000.0,WEL,10.0,,,,,,,,,,,,,,,,,,,
184,39,17,9,34,12,56,19,154,12,0,0,0,0,48,1,3,24,9,9,0,1,0,0,12,0,4,0,0,0,0,1,1,2,0,,,,1.0,,136696,2022-07-19 20:00:00.000 -0400,20.03,-2.96,46000000.0,WETG,4.0,,,,,,,,,,,,,,,,,,,
124,0,0,0,0,0,4,0,31,0,0,4,0,0,19,8,1,0,3,0,0,0,0,0,31,0,0,1,0,2,0,7,5,5,21,,,,1.0,,565831,2024-02-20 19:00:00.000 -0500,3.25,-0.75,10800000.0,WETH,5.0,,,,,,,,,,,,,,,,,,,
49,22,1,1,0,1,23,64,61,3,3,1,16,3,3,1,4,0,13,11,1,71,0,78,10,45,7,1,1,1,0,0,5,2,0,,1.0,,1.0,,392654,2025-02-20 19:00:00.000 -0500,3.93,-0.42,5000003.0,WGRX,0.7,,,,,,,,,,,,,,,,,,,
26,5,0,0,0,0,0,0,92,0,0,0,0,0,0,7,11,0,1,0,0,0,0,0,0,0,49,2,2,2,0,1,0,8,0,1.0,1.0,,1.0,1.0,1347146,2018-02-08 19:00:00.000 -0500,20.435,0.085,437000000.0,WHD,33.25,1.0,3.0,,1.0,1.0,,,,1.0,,,,,,,,,,
329,199,16,1,123,0,56,9,106,7,6,0,0,0,1,7,1,4,96,31,57,0,0,0,7,0,2,0,0,0,0,1,0,1,0,,,,1.0,,135953,2020-04-01 20:00:00.000 -0400,5.39,-0.1,83800016.0,WIMI,8.18,,,,,,,,,,,,,,,,,,,
44,16,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,,,,1.0,,122876,2018-07-26 20:00:00.000 -0400,4.6997,-0.3003,4785000.0,WISA,0.07,,,,,,,,,,,,,,,,,,,
69,38,0,0,9,0,392,27,318,6,5,0,0,0,1,7,11,1,92,49,0,2,0,0,1,0,0,0,0,1,0,8,158,5,0,1.0,1.0,,1.0,,28950523,2020-12-16 19:00:00.000 -0500,22.5,1.79,1104000000.0,WISH,24.0,,,,,1.0,,,,1.0,1.0,,2.0,,1.0,7.0,1.0,,1.0,1.0
63,46,0,0,27,2,107,62,186,7,0,0,0,0,0,48,5,0,30,52,2,0,0,0,0,0,1,1,0,1,0,4,0,0,0,,,,1.0,,583780,2013-11-06 19:00:00.000 -0500,16.41,0.08,127050000.0,WIX,16.5,,,,6.0,1.0,,1.0,,,,,1.0,,,,,,,
70,112,0,0,55,4,111,4,275,2,0,1,0,0,0,121,9,0,21,0,0,1,0,0,3,0,6,0,0,1,0,3,0,1,1,,,14.0,1.0,,590,2014-12-12 19:00:00.000 -0500,13.75,0.0,100800000.0,WK,14.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,
190,208,6,4,38,14,216,234,263,26,0,15,0,0,1,100,14,0,23,5,5,4,0,0,0,0,5,0,0,1,0,3,0,2,0,1.0,1.0,7.0,1.0,,917756,2021-06-16 20:00:00.000 -0400,29.13,0.7799,286750016.0,WKME,31.0,,,,,,1.0,,,,,,,,,1.0,,,,
150,84,2,6,6,4,45,94,125,9,5,4,0,0,7,6,6,2,28,3,2,1,0,0,3,0,5,1,0,0,1,3,17,1,1,,,,1.0,,2606233,2022-09-13 20:00:00.000 -0400,2.9,0.05,15937500.0,WLDS,4.25,,,,,,,,,,,,,,,,,,,
8,2,1,1,0,0,2,9,4,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1235,2025-01-28 19:00:00.000 -0500,0.2275,0.0265,2499785.0,WLDSW,1.0,,,,,,,,,,,,,,,,,,,
10,1,0,0,1,0,3,2,140,0,0,0,0,2,76,2,0,0,0,0,0,0,0,1,2,0,20,1,5,1,0,8,0,0,0,,,,1.0,,11645025,2023-04-20 20:00:00.000 -0400,3.0999,-2.0901,8000000.0,WLGS,5.0,,,,,,,,,,,,,,,,,,,
28,2,15,0,1,0,15,291,74,0,0,0,0,0,0,16,8,1,11,1,4,0,0,0,3,0,1,0,0,0,0,5,0,0,0,1.0,1.0,8.0,1.0,1.0,13042030,2020-06-03 20:00:00.000 -0400,29.85,-1.01,1856000256.0,WMG,17.0,,,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,
16,2,0,0,2,0,10,1,47,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,4,4,0,22,10,1,2,0,41,,,,1.0,,15620,2022-03-07 19:00:00.000 -0500,9.92,0.07,200000000.0,WNNR,10.0,,,,,1.0,,,,,,,,,,,,,,
163,40,0,0,1,0,59,1,51,0,0,1,0,0,10,4,5,40,14,8,0,3,2,0,3,0,1,3,0,0,0,4,8,17,0,,,,1.0,,3226806,2020-12-15 19:00:00.000 -0500,78.24,68.14,29999550.0,WNW,5.0,,,,,,,,,,,,,,,,,,,
55,0,0,0,0,0,3,0,48,0,0,0,0,0,21,6,0,0,0,0,0,0,1,0,115,0,1,0,0,0,0,1,1,4,0,,,,1.0,,1046832,2024-08-22 20:00:00.000 -0400,3.75,0.15,5000000.0,WOK,0.5,,,,,,,,,,,,,,,,,,,
39,5,0,0,2,0,48,113,122,11,0,0,0,0,1,28,26,80,16,21,0,8,0,0,11,0,0,0,0,0,0,6,0,6,0,1.0,1.0,,1.0,,13853957,2021-01-14 19:00:00.000 -0500,27.54,-2.26,864000000.0,WOOF,24.0,,,1.0,,,,,,1.0,,,,1.0,,8.0,,,,1.0
22,11,0,0,21,0,12,22,118,0,0,2,0,0,0,99,12,0,7,0,10,3,0,0,0,0,1,0,0,3,3,2,0,2,0,,,,1.0,,1694415,2017-05-25 20:00:00.000 -0400,17.65,1.15,310000000.0,WOW,17.0,4.0,,,,1.0,,,,1.0,,,,,,,,1.0,,
104,8,0,0,8,0,3,20,76,2,0,9,0,0,2,2,0,2,3,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,,,,1.0,,100,2021-09-30 20:00:00.000 -0400,9.76,0.0,200000000.0,WQGA,10.0,,,,3.0,1.0,,,,1.0,,,,,3.0,,,,1.0,
61,6,10,0,2,0,7,20,21,0,0,0,6,0,2,8,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,1.0,,23300,2021-09-15 20:00:00.000 -0400,9.85,0.05,200000000.0,WRAC,10.0,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,10,0,2,0,0,0,0,265,0,5,0,,,,1.0,,53550,2010-08-26 20:00:00.000 -0400,11.51,0.01,26400000.0,WSR,12.0,,,,,,,,,,,,,,,,,,,
28,27,1,0,0,0,14,3,44,0,0,1,0,1,27,3,2,28,2,1,1,0,0,0,7,0,0,0,0,1,0,4,19,18,0,,1.0,,1.0,,817424,2024-11-25 19:00:00.000 -0500,4.2001,0.2001,9430000.0,WYHG,4.0,,,,,,,,,,,,,,,,1.0,,,
132,0,0,0,0,0,34,0,90,0,0,0,0,0,0,5,13,0,0,0,0,30,4,115,21,447,0,0,0,0,0,1,0,0,0,,,,1.0,,322,2016-11-06 19:00:00.000 -0500,4.15,0.0,10000000.0,XBIO,4.13,,,,1.0,,,,,,,,,,,,,,,
59,1,0,0,0,0,74,0,105,0,0,0,0,0,0,46,4,0,0,0,0,67,0,90,44,396,0,0,0,1,0,1,0,0,0,,1.0,,1.0,,253925,2014-11-05 19:00:00.000 -0500,12.0,1.65,36000000.0,XENE,9.0,,,6.0,,,,,,,,1.0,1.0,,,,,,,
122,7,0,0,0,0,0,1,112,1,0,2,0,0,0,5,5,0,0,0,0,57,4,34,72,217,0,0,0,1,0,0,1,2,0,,1.0,,1.0,,174619,2019-09-19 20:00:00.000 -0400,17.58,-0.63,50400000.0,XGN,14.0,,,,,,,,3.0,,,,,1.0,7.0,,,,1.0,
2,0,1,0,0,0,0,0,143,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,598,0,1,0,,,,1.0,,2488474,2007-12-12 19:00:00.000 -0500,16.55,-0.36,245000000.0,XIN,14.0,,,,10.0,,,1.0,,,,,,,,,1.0,,,
12,6,0,0,0,0,10,0,13,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,8373392,2021-01-28 19:00:00.000 -0500,43.55,-1.83,1000000000.0,XM,30.0,,,,,,,,,,,,1.0,,,5.0,,,,1.0
96,58,59,14,11,0,239,25,168,8,0,1,0,0,3,4,5,7,8,0,1,5,0,1,1,0,4,0,0,1,0,2,2,2,5,1.0,1.0,,1.0,,1488553,2021-06-30 20:00:00.000 -0400,66.5,-21.8,302500000.0,XMTR,44.0,,,,,1.0,,,,,,,,,2.0,8.0,,1.0,1.0,1.0
170,3,0,0,0,0,50,0,98,0,0,2,0,0,0,1,8,0,0,0,0,49,2,48,31,409,0,0,0,0,0,1,0,1,0,,1.0,,1.0,,214721,2013-12-03 19:00:00.000 -0500,8.01,-0.19,70015000.0,XNCR,5.5,,,,,,,,1.0,1.0,,,,,,,,1.0,,
58,23,3,3,2,0,0,13,12,6,0,0,3,0,0,9,0,7,3,3,0,12,0,3,5,3,7,0,0,0,0,1,5,5,0,,,,1.0,,353214,2020-12-15 19:00:00.000 -0500,10.1,-0.05,300000000.0,XPOA,10.0,,,,,,,,,,,,,,,,,,,
15,1,0,0,0,0,1,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,1,4,32,0,0,3,0,,,,1.0,,10563372,2022-03-31 20:00:00.000 -0400,7.75,-0.15,10000000.0,XPON,2023.0,,,,,,,,,,,,,,,,,,,
46,1,0,0,1,0,2,0,123,0,0,0,0,0,0,2,0,0,0,0,2,93,2,77,45,427,2,0,0,0,0,1,0,0,0,,1.0,,1.0,,259215,2021-10-13 20:00:00.000 -0400,3.14,-0.05,4999640.0,XRTX,1.0,,,,,,,,,,,,,,,,,,,
12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,605,0,0,0,0,0,16,0,0,43,7,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,795713,2007-02-01 19:00:00.000 -0500,16.0,-0.69,13500000.0,XTNT,0.9,,,,,,,,,,,,,,,,,,,
67,38,3,0,60,20,48,2,156,2,0,1,0,0,63,9,0,2,3,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,,,,1.0,,657428,2024-12-19 19:00:00.000 -0500,3.9497,-0.1303,6000000.0,YAAS,0.28,,,,,,,,,,,,,,,,,,,
43,42,0,0,0,1,96,2,32,1,0,0,0,0,0,2,3,4,16,22,0,1,0,0,0,0,0,0,0,0,0,2,0,27,7,,1.0,,1.0,,131625,2019-11-13 19:00:00.000 -0500,4.15,0.35,10500000.0,YAYO,0.5,,,,,,,,,,,,,,,,,,,
55,60,0,0,1,0,205,6,76,1,0,0,0,0,0,4,6,1,128,77,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1.0,1.0,,1.0,,2630,2012-03-02 19:00:00.000 -0500,24.58,0.03,697500.0,YELP,15.0,,,,,,,,,,,1.0,2.0,,,,,1.0,,
42,13,0,0,2,0,14,11,75,0,0,0,0,0,0,2,8,21,1,0,0,1,0,0,1,0,0,0,0,0,0,1,17,11,0,,,5.0,1.0,,2479565,2018-10-25 20:00:00.000 -0400,16.39,-0.11,280575008.0,YETI,16.96,1.0,2.0,,,,1.0,,,,1.0,1.0,,1.0,2.0,1.0,,,1.0,
99,21,1,0,6,0,23,1,237,0,0,2,1,0,121,36,0,136,10,59,0,0,0,0,8,0,7,0,0,3,0,5,25,5,0,,1.0,,1.0,,98460,2023-03-28 20:00:00.000 -0400,3.73,0.0,8000000.0,YGF,4.0,,,,,,,,,,,,,,,,,,,
19,11,0,0,0,0,4,4,30,0,0,0,0,0,0,16,2,6,0,0,0,1,0,2,13,0,4,0,0,1,0,12,188,281,0,,,,1.0,,702323,2020-10-20 20:00:00.000 -0400,4.04,-0.36,20000010.0,YGMZ,4.0,,,,,,,,,,,,,,,,,,,
125,11,0,0,0,0,17,1,184,0,0,19,0,0,42,3,2,0,0,2,0,35,0,1,18,1,16,3,0,115,8,0,1,17,2,,1.0,,1.0,,1084450,2025-07-29 20:00:00.000 -0400,4.3101,-0.1799,5000000.0,YMAT,4.0,,,,,,,,,,,,,,,,,,,
20,5,0,0,2,0,0,1,9,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,,,,1.0,,14160,2022-06-27 20:00:00.000 -0400,9.8294,0.0194,100000000.0,YOTA,10.0,,,,,,,,,,,,,,,,,,,
141,56,0,0,5,0,319,44,150,2,0,0,0,0,7,45,4,3,61,21,0,26,0,0,2,1,0,0,1,0,0,4,0,1,0,,,,1.0,,5025254,2021-06-30 20:00:00.000 -0400,47.6,5.36,409200000.0,YOU,31.0,,,1.0,,,,,,,1.0,,,,,7.0,,,,1.0
228,22,8,0,2,2,27,34,259,20,17,1,0,0,8,44,7,2,23,7,3,0,0,0,5,0,5,0,0,0,0,5,5,0,0,,1.0,4.0,1.0,,29234,2020-12-04 19:00:00.000 -0500,10.67,0.05,287700000.0,YQ,10.5,,,,,,1.0,,,,,,,,,5.0,,,,1.0
90,20,1,0,7,0,130,21,284,16,7,2,0,0,2,12,14,113,4,4,2,2,0,7,40,0,1,0,0,0,0,9,28,6,0,,,2.0,1.0,,16542535,2020-11-19 19:00:00.000 -0500,20.03,1.33,616875008.0,YSG,10.5,,,,,,1.0,,,,,,,,,4.0,1.0,,,1.0
12,5,0,0,5,0,10,3,49,30,0,0,0,0,0,4,1,0,0,0,0,2,0,0,2,0,33,0,0,3,0,8,0,0,2,,,,1.0,,2169152,2021-04-13 20:00:00.000 -0400,10.02,-0.08,350000000.0,YTPG,10.0,,,,,,,,,,,,,,,1.0,1.0,,,
40,0,0,0,0,0,10,0,77,0,3,0,0,0,0,17,0,0,1,0,0,45,2,50,46,363,6,0,0,0,0,1,0,0,0,,1.0,4.0,1.0,,190968,2017-08-09 20:00:00.000 -0400,18.18,0.24,78181248.0,ZEAL,17.87,,,,,,1.0,,18.0,,,,,,,1.0,,,,
68,383,0,0,7,39,435,2,149,23,0,2,0,0,0,82,14,3,31,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,9.0,1.0,,1841989,2014-05-15 20:00:00.000 -0400,15.26,1.78,22413186.0,ZEN,9.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,
70,174,1,0,40,58,366,55,192,2,0,12,2,0,3,19,4,0,44,1,12,0,0,0,9,0,2,0,0,0,0,4,1,1,0,,,9.0,1.0,,881197,2021-07-22 20:00:00.000 -0400,10.41,0.21,150000000.0,ZENV,13.0,,,,,,1.0,,,,,,,,,9.0,,1.0,,1.0
113,118,31,5,18,0,210,114,361,10,1,26,0,0,2,18,10,0,10,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,,,11.0,1.0,1.0,2011339,2021-06-10 20:00:00.000 -0400,8.2101,-0.4699,147.7,ZETA,92.3,,,,,,1.0,,,1.0,,,,,3.0,,,,1.0,
14,4,0,0,2,0,13,10,59,2,0,2,2,0,0,6,2,1,0,0,0,1,0,0,0,0,1,0,2,0,0,3,0,0,0,,,,1.0,,146330,2022-08-04 20:00:00.000 -0400,0.485,0.1128,150000000.0,ZFOXW,10.0,,,,,,,,,,,1.0,,,,,,,,
129,72,14,3,33,18,239,2,360,13,2,19,0,0,3,86,24,0,6,0,1,3,0,0,1,0,1,0,0,0,0,12,1,6,0,,,11.0,1.0,1.0,9081997,2020-06-04 20:00:00.000 -0400,39.3,4.3,630703104.0,ZI,37.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,2.0,,,1.0,1.0,,,
9,1,0,0,1,0,4,12,19,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,,,,1.0,1.0,1393051,2021-01-28 19:00:00.000 -0500,11.89,0.09,279000000.0,ZIM,15.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,
106,84,8,4,10,0,12,1,160,1,0,1,0,0,2,48,15,2,21,10,2,0,0,0,4,0,2,0,0,0,0,2,0,0,1,,,,1.0,,3118097,2021-05-26 20:00:00.000 -0400,20.84,-0.66,0.0,ZIP,2020.0,1.0,,,,,,,,,,,2.0,,1.0,6.0,,,,
57,0,0,0,0,0,7,0,58,1,0,1,0,0,44,0,0,4,1,2,0,33,0,7,174,2,3,0,0,68,3,2,13,1,0,,1.0,,1.0,,80483,2023-03-28 20:00:00.000 -0400,7.934,0.334,8000000.0,ZJYL,8.0,,,,,,,,,,,,,,,,,,,
72,1,0,0,0,0,12,1,119,0,0,0,0,0,0,15,12,0,0,0,0,72,4,160,168,548,2,0,0,0,0,1,0,3,0,1.0,1.0,,1.0,,1330558,2017-09-20 20:00:00.000 -0400,31.59,3.1,150000000.0,ZLAB,20.0,,,,,,,,3.0,,,,,,,,,2.0,,
9,4,0,0,2,0,4,1,9,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,83,21,0,12,0,2,0,4,0,1.0,1.0,,1.0,1.0,230353,2021-06-16 20:00:00.000 -0400,10.15,0.15,300000000.0,ZTAQU,10.0,,,,,,,,,,,,,,,,,1.0,,
70,9,0,0,1,0,44,16,127,2,0,3,0,0,0,22,6,120,14,0,0,1,0,0,9,0,1,1,0,3,0,5,100,202,0,1.0,1.0,8.0,1.0,,12401670,2016-10-27 20:00:00.000 -0400,16.98,0.18,1405949952.0,ZTO,19.5,,,,,,1.0,,,,,,,,,6.0,,,,1.0
63,1,0,0,1,0,10,1,68,0,0,0,0,0,0,2,5,0,0,0,0,21,0,38,21,6,0,0,0,1,0,0,10,3,0,,,10.0,1.0,,400,2013-02-01 19:00:00.000 -0500,31.13,-0.01,2238599936.0,ZTS,26.0,,2.0,,11.0,,1.0,1.0,2.0,,,,,,,,,1.0,,
67,221,0,0,46,9,73,19,158,5,0,6,0,0,3,449,22,2,5,0,1,1,0,0,2,0,0,0,0,1,0,0,1,6,9,,,10.0,1.0,,1843993,2018-04-12 20:00:00.000 -0400,20.5,0.35,154000000.0,ZUO,14.0,,,,,,1.0,,,,,1.0,2.0,,,10.0,,,,1.0
12,13,0,0,8,2,25,5,67,0,0,0,0,0,6,6,4,2,2,0,0,1,0,0,2,2,32,0,0,1,0,3,8,9,1,,,5.0,1.0,,1093184,2021-07-22 20:00:00.000 -0400,14.0999,0.4499,149800000.0,ZVIA,14.0,,,1.0,,,1.0,,,,,,,,,3.0,,,,1.0
125,44,1,24,5,0,163,6,129,0,0,23,0,0,4,6,5,1,0,0,0,9,6,3,6,1,6,3,0,3,1,0,1,8,0,,,,1.0,,1388768,2021-04-22 20:00:00.000 -0400,40.25,2.76,500030016.0,ZY,31.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,
32,0,0,0,0,0,0,1,98,0,0,0,0,0,0,3,6,0,0,0,0,79,6,94,48,400,0,0,0,0,1,0,0,0,0,,1.0,,1.0,,328841,2015-08-05 20:00:00.000 -0400,19.33,2.85,42000000.0,ZYNE,14.0,,5.0,,,,,,2.0,,,1.0,,,,,,,,
88,42,0,0,0,0,13,0,244,1,0,0,0,0,0,24,17,1,1,0,0,82,32,111,135,930,1,0,0,0,0,3,1,0,0,,1.0,,1.0,,758,2020-01-17 19:00:00.000 -0500,12.6,0.05,103703600.0,IMAB,14.0,,,,,,,,5.0,,,1.0,,,,,1.0,2.0,,
7,1,0,0,1,0,2,1,40,0,0,0,0,0,4,1,5,0,0,0,0,81,1,5,295,35,0,0,0,0,0,11,0,0,0,,,,1.0,,62256,2019-02-13 19:00:00.000 -0500,3.76,0.08,4356250.0,IMAC,5.13,,,,,,,,,,,,,,,,,,,
7,1,0,0,1,0,2,1,40,0,0,0,0,0,4,1,5,0,0,0,0,81,1,5,295,35,0,0,0,0,0,11,0,0,0,,,,1.0,,31866,2019-02-13 19:00:00.000 -0500,0.6,0.1,4356250.0,IMACW,1.6,,,,,,,,,,,,,,,,,,,
6,0,0,0,2,0,3,51,23,0,0,0,0,0,0,11,5,0,16,4,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,1.0,,55485,2021-08-17 20:00:00.000 -0400,0.2,-0.0111,200000000.0,IMAQR,10.0,,,,,,,,,,,,,,,,,,,
6,0,0,0,2,0,3,51,23,0,0,0,0,0,0,11,5,0,16,4,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,1.0,,1748952,2021-08-17 20:00:00.000 -0400,0.32,-0.029,200000000.0,IMAQW,10.0,,,,,,,,,,,,,,,,,,,
98,9,0,0,0,0,131,0,288,0,0,0,0,0,2,15,4,0,0,0,1,88,1,60,50,882,0,0,0,0,0,1,1,1,0,,1.0,,1.0,,350,2021-02-05 19:00:00.000 -0500,43.9,-0.55,258333296.0,IMCR,26.0,,,,,,,,31.0,,,1.0,,,,5.0,,1.0,,1.0
