technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,citigroup,citi,morgan stanley,ubs,barclays,volume,day,close,diff,price_public_total,symbol,public_price_per_share,raymond james,piper jaffray,wells fargo,merrill lynch,rbc capital,morgan stanley.1,merrill lynch.1,eli lilly,credit suisse,stifel,jefferies,hill road,robert w. baird,william blair,goldman sachs,deutsche bank,davis polk,william blair.1,goldman sachs.1,url,ipo_date
19,1,0,0,2,0,2,5,44,2,0,0,0,0,0,4,0,0,0,0,2,151,0,25,29,7,0,0,0,0,0,1,1,2,0,,,,1.0,,122862,2021-09-30 20:00:00.000 -0400,10.0,0.15,200000000.0,AHPA,10.0,,,,,,,,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1846253/000110465921103024/tm2110146-11_424b4.htm,2021-09-30
19,1,0,0,2,0,2,5,44,2,0,0,0,0,0,4,0,0,0,0,2,151,0,25,29,7,0,0,0,0,0,1,1,2,0,,,,1.0,,214953,2021-08-10 20:00:00.000 -0400,10.02,0.02,200000000.0,AHPAU,10.0,,,,,,,,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1846253/000110465921103024/tm2110146-11_424b4.htm,2021-08-10
19,1,0,0,2,0,2,5,44,2,0,0,0,0,0,4,0,0,0,0,2,151,0,25,29,7,0,0,0,0,0,1,1,2,0,,,,1.0,,5000,2021-09-30 20:00:00.000 -0400,0.6,0.0,200000000.0,AHPAW,10.0,,,,,,,,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1846253/000110465921103024/tm2110146-11_424b4.htm,2021-09-30
84,6,4,8,2,0,21,3,46,0,0,0,0,0,0,4,1,2,0,0,0,6,0,0,0,1,16,0,0,0,0,1,0,0,0,1.0,1.0,,1.0,,1228586,2021-12-15 19:00:00.000 -0500,10.0,0.04,275000000.0,AHRNU,10.0,,,,4.0,,,1.0,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1856696/000121390021065754/f424b41221_ahrenacq.htm,2021-12-15
123,236,1083,55,109,7,56,54,292,37,1,3,0,0,4,115,6,0,2,0,7,7,0,0,2,0,19,2,0,1,0,1,1,2,2,,1.0,8.0,1.0,,22786159,2020-12-09 19:00:00.000 -0500,127.05,32.55,651000000.0,AI,42.0,,,,,,1.0,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1577526/000162828020017290/c3ai424.htm,2020-12-09
6,0,0,0,0,0,4,6,38,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,1.0,,716522,2022-02-23 19:00:00.000 -0500,9.8,-0.02,75000000.0,AIB,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1882963/000121390022002682/f424b40122_aibacquisition.htm,2022-02-23
6,0,0,0,0,0,4,6,38,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,1.0,,1690510,2022-02-23 19:00:00.000 -0500,0.1605,-0.0195,75000000.0,AIBBR,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1882963/000121390022002682/f424b40122_aibacquisition.htm,2022-02-23
6,0,0,0,0,0,4,6,38,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,1.0,,325051,2022-01-19 19:00:00.000 -0500,9.95,-0.03,75000000.0,AIBBU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1882963/000121390022002682/f424b40122_aibacquisition.htm,2022-01-19
171,218,49,17,18,0,4,3,227,0,0,4,1,0,1,8,13,0,3,0,4,2,0,0,4,0,0,0,0,0,3,4,1,3,74,,1.0,,1.0,,477341,2021-10-27 20:00:00.000 -0400,18.0,0.59,70000000.0,AIP,14.0,,,,,,,,,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1667011/000119312521311263/d52087d424b4.htm,2021-10-27
11,0,9,0,0,0,35,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,,1.0,,19462,2023-10-22 20:00:00.000 -0400,113.0,89.99,2000000.0,AIRE,0.15,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1859199/000121390025065312/ea0249424-424b4_realpha.htm,2023-10-22
112,41,27,10,1,0,56,2,100,3,1,4,0,0,4,5,18,2,0,0,3,1,0,1,4,1,8,0,1,196,5,3,7,25,0,,1.0,6.0,1.0,,14686686,2025-06-12 20:00:00.000 -0400,28.1,15.2,77700000.0,AIRO,18.5,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1927958/000149315225013119/form424b4.htm,2025-06-12
62,24,0,0,7,3,69,46,165,8,0,2,0,4,3,6,6,0,37,2,0,1,0,0,0,0,2,0,0,0,0,5,8,9,1,,,1.0,1.0,,1198136,2021-09-22 20:00:00.000 -0400,9.94,-0.39,110000000.0,AKA,11.0,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1865107/000119312521280693/d191500d424b4.htm,2021-09-22
4,7,2,0,0,0,1,0,15,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,93,9,5,0,0,0,3,1,4,2,0,,,,1.0,,7376990,2022-03-15 20:00:00.000 -0400,10.32,0.43,1500000.0,AKAN,0.12,,,,,,,,,,,,,,,,,,,,,
19,1,0,0,0,0,0,0,87,0,3,0,0,0,0,1,6,0,0,0,0,49,0,32,42,351,0,0,0,0,1,0,0,0,0,,1.0,7.0,1.0,,432988,2014-03-20 20:00:00.000 -0400,23.61,-1.92,100000000.0,AKBA,17.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1517022/000119312514110516/d629509d424b4.htm,2014-03-20
9,2,0,0,0,5,5,6,44,4,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1516551,2021-01-06 19:00:00.000 -0500,10.59,-0.11,200000000.0,AKICU,10.0,,,,,,,,,,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1826574/000121390021000827/f424b40121_sportsventureacq.htm,2021-01-06
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,2,23,0,0,0,0,0,0,0,0,0,,,6.0,1.0,,290431,2019-06-20 20:00:00.000 -0400,19.25,0.85,188213984.0,AKRO,16.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,2625514,2011-04-19 20:00:00.000 -0400,28.1,0.0,212560000.0,AL,31.5,,,,,,,,,1.0,,,,,,,,,,,,
13,1,4,0,0,0,1,3,5,2,0,0,0,0,0,5,2,0,2,0,0,3,0,0,0,0,14,0,0,2,0,3,0,0,1,1.0,1.0,,1.0,,1504949,2021-07-08 20:00:00.000 -0400,10.05,0.07,450000000.0,ALCC,10.0,,,,,,,,,,,,,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1849056/000110465921090716/tm218987-14_424b4.htm,2021-07-08
67,2,0,0,0,0,39,0,153,0,0,0,0,0,2,3,6,0,0,0,0,42,2,40,36,446,0,0,0,0,0,1,0,0,0,,1.0,8.0,1.0,,1088175,2019-02-07 19:00:00.000 -0500,16.35,-1.37,208750000.0,ALEC,19.0,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,
57,37,2,20,3,10,47,51,147,11,0,1,0,0,1,15,5,0,3,3,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,,,,1.0,,3735526,2021-05-04 20:00:00.000 -0400,3.6,0.56,15485078.0,ALF,4.15,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1833908/000110465921061788/tm2115122d1_424b4.htm,2021-05-04
57,37,2,20,3,10,47,51,147,11,0,1,0,0,1,15,5,0,3,3,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,,,,1.0,,609154,2021-05-04 20:00:00.000 -0400,0.4175,-0.0325,15485078.0,ALFIW,4.15,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1833908/000110465921061788/tm2115122d1_424b4.htm,2021-05-04
161,8,0,0,5,0,2,8,137,1,3,18,0,0,0,7,15,0,0,0,0,2,0,0,3,0,63,8,6,44,3,4,1,3,182,,1.0,,1.0,1.0,1996293,2020-10-29 20:00:00.000 -0400,18.1,1.05,350000000.0,ALGM,30.3,,,8.0,,,,,,1.0,,1.0,,,,,,1.0,,,,
48,6,0,0,0,0,0,0,118,0,0,1,0,0,0,6,5,0,0,0,0,13,2,50,35,201,0,0,0,0,0,0,0,0,0,1.0,1.0,,1.0,,139848,2010-04-22 20:00:00.000 -0400,11.0,0.0,72050000.0,ALIM,11.0,,,,,,,,,1.0,,,1.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1267602/000095012310037269/g20643b4e424b4.htm,2010-04-22
201,100,0,2,38,54,172,182,142,6,0,2,0,0,12,59,23,0,32,9,1,8,0,0,2,0,1,0,0,0,0,0,0,0,0,1.0,1.0,,1.0,1.0,1250976,2021-04-14 20:00:00.000 -0400,41.73,-1.22,100.0,ALKT,92.8,,,1.0,,,,,,,,,,,1.0,8.0,,1.0,1.0,1.0,https://www.sec.gov/Archives/edgar/data/1529274/000119312521117059/d70489d424b4.htm,2021-04-14
33,0,0,0,0,0,0,0,140,0,0,0,0,0,0,4,7,0,0,0,0,29,3,24,33,427,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,693157,2018-07-19 20:00:00.000 -0400,35.05,4.76,128399992.0,ALLK,18.0,,,,,,,,,,,1.0,,,3.0,5.0,,1.0,,1.0,https://www.sec.gov/Archives/edgar/data/1564824/000119312518221453/d447521d424b4.htm,2018-07-19
67,1,0,0,0,0,16,0,155,0,0,0,0,0,0,4,6,0,0,0,0,56,0,35,51,460,2,0,0,0,0,1,6,1,0,,1.0,,1.0,,2129671,2018-10-11 20:00:00.000 -0400,26.3,0.36,324000000.0,ALLO,18.0,,,,,,,,,,,1.0,,,,2.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1737287/000119312518297747/d548088d424b4.htm,2018-10-11
5,1,0,0,0,0,10,0,12,1,0,0,0,0,0,4,0,0,0,0,0,1,0,5,1,66,0,0,0,0,0,0,0,0,0,,,,1.0,,178875,2021-12-21 19:00:00.000 -0500,12.625,3.625,7492869.0,ALLR,4.5,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,6.0,1.0,,11234961,2014-04-10 20:00:00.000 -0400,24.16,0.16,1277036416.0,ALLY,25.0,,,,,,1.0,,,,,,,,,,,1.0,,,,
72,3,12,0,0,0,1,0,9,0,0,0,0,0,0,0,7,0,18,0,1,0,0,0,0,0,1,0,2,1,0,1,0,1,10,,,,1.0,,173928,2025-03-26 20:00:00.000 -0400,6.5,-0.5,13799998.0,ALMU,5.25,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1828805/000101376225003468/ea0235782-424b4_aeluma.htm,2025-03-26
31,3,0,0,0,0,0,0,150,1,0,0,0,0,0,1,4,0,0,0,0,86,2,60,38,550,1,0,0,0,0,0,0,0,0,,1.0,,1.0,,354881,2017-11-02 20:00:00.000 -0400,9.75,-0.07,74666664.0,ALNA,14.0,,,,,,,,5.0,1.0,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1624658/000119312517331287/d431688d424b4.htm,2017-11-02
19,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,5,85,0,2,0,0,0,0,0,0,0,,,,1.0,,104955,2009-11-16 19:00:00.000 -0500,50.71,0.17,2500002.0,ALT,5.0,,,,,,,,,,,,,,,,,,,,,
112,615,0,0,54,0,21,24,127,47,2,8,0,0,0,39,36,0,1,0,6,0,0,0,0,0,8,1,0,3,0,3,0,2,21,,,,1.0,,944265,2017-11-01 20:00:00.000 -0400,17.47,-0.73,47574104.0,ALTR,35.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,
21,1,0,0,2,0,5,4,21,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,,,,1.0,,145484,2020-12-09 19:00:00.000 -0500,10.19,-0.06,261000000.0,ALTUU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1822366/000119312520314985/d26826d424b4.htm,2020-12-09
77,3,0,0,0,0,1,25,72,0,0,0,0,0,0,7,8,0,0,0,0,9,1,49,22,251,3,0,0,0,2,3,0,1,0,,,,1.0,,1228194,2021-06-15 20:00:00.000 -0400,10.8,-2.42,12500000.0,ALZN,5.0,,,,,,,,1.0,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1677077/000110465921081566/tm2039434-24_424b4.htm,2021-06-15
6,0,0,0,0,0,0,0,63,0,0,1,0,0,0,2,13,0,0,0,0,0,0,0,1,0,81,0,0,0,0,1,0,34,0,,,4.0,1.0,1.0,1452112,2014-11-05 19:00:00.000 -0500,28.28,-0.16,875374976.0,AM,23.5,,,,,,1.0,,,,,,,1.0,,,,,,,https://www.sec.gov/Archives/edgar/data/1623925/000104746917003204/a2232067z424b4.htm,2014-11-05
4,0,0,0,2,0,0,3,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6,5,2,0,,,,1.0,,18000,2021-04-29 20:00:00.000 -0400,0.4389,0.0389,100000000.0,AMAOW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1843656/000121390021016699/f424b40321_americanacq.htm,2021-04-29
127,89,0,0,13,0,34,27,53,0,6,1,0,0,0,2,4,0,13,0,0,0,0,0,1,0,3,0,0,0,3,1,47,1,31,,,5.0,1.0,,391419,2012-10-10 20:00:00.000 -0400,6.14,0.08,36000000.0,AMBA,6.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1280263/000119312512419104/d193541d424b4.htm,2012-10-10
22,20,0,0,0,0,19,150,66,0,0,0,0,0,0,12,13,0,7,0,2,0,0,0,9,0,1,0,0,3,0,32,0,0,0,1.0,1.0,,1.0,1.0,1596267,2013-12-18 19:00:00.000 -0500,19.53,0.52,331578944.0,AMC,18.0,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1411579/000104746913011275/a2217733z424b4.htm,2013-12-18
12,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,,,,1.0,,311,2021-09-23 20:00:00.000 -0400,9.8999,0.0003,0.0,AMCI,10.0,,,,,,,,,,,,1.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1843724/000162828024045259/lanzatechglobalinc-424b4re.htm,2021-09-23
61,3,0,0,2,0,2,1,9,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,2,0,84,5,3,13,2,3,2,21,0,,,,1.0,,316564,2021-08-04 20:00:00.000 -0400,9.9,0.0,150000000.0,AMCIU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1843724/000110465921100140/tm215219-14_424b4.htm,2021-08-04
0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,,,4.0,1.0,,2094022,2013-08-01 20:00:00.000 -0400,15.72,0.12,185000000.0,AMH,25.0,4.0,,3.0,,,1.0,,,,,1.0,,1.0,,,,,,,https://www.sec.gov/Archives/edgar/data/1562401/000104746914004472/a2219994z424b4.htm,2013-08-01
117,38,0,0,8,0,244,17,104,4,0,0,0,0,0,5,30,0,3,0,3,1,0,0,1,0,2,0,0,0,0,1,1,1,0,,,,1.0,,1274054,2019-07-18 20:00:00.000 -0400,26.7,-0.4,128562496.0,AMK,22.0,,,,,,,,,1.0,,,,,2.0,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1591587/000119312519196611/d658505d424b4.htm,2019-07-18
38,2,0,0,4,0,0,3,15,0,0,0,0,0,5,1,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,1.0,,786745,2021-02-17 19:00:00.000 -0500,7.4499,0.4599,9599996.0,AMPG,7.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1518461/000147793221000945/ampg_424b4.htm,2021-02-17
38,2,0,0,4,0,0,3,15,0,0,0,0,0,5,1,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,1.0,,107028,2021-02-17 19:00:00.000 -0500,1.61,0.11,9599996.0,AMPGW,7.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1518461/000147793221000945/ampg_424b4.htm,2021-02-17
46,0,0,0,0,0,1,0,100,0,0,0,0,0,0,3,10,0,0,0,0,23,4,119,9,136,0,0,0,1,0,4,0,0,0,,1.0,,1.0,,1405643,2014-06-25 20:00:00.000 -0400,9.93,0.93,21873600.0,AMPH,7.0,,4.0,,,,,,,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1297184/000104746914005868/a2220616z424b4.htm,2014-06-25
10,0,0,0,2,0,5,1,12,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,4,0,0,0,,,,1.0,,7600,2021-04-22 20:00:00.000 -0400,9.9,0.1,250000000.0,AMPI,10.0,,,,,,,,,,,,,,,11.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1835636/000119312521067869/d12924d424b4.htm,2021-04-22
3,10,0,0,0,0,0,0,56,0,0,0,0,0,0,2,23,0,0,0,0,3,0,0,2,0,835,257,37,19,0,2,0,2,0,,1.0,,1.0,,845284,2010-07-22 20:00:00.000 -0400,10.12,-0.23,25080426.0,AMRC,10.0,,,,15.0,1.0,,1.0,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1488139/000095012310067046/b79273b4e424b4.htm,2010-07-22
96,22,0,0,0,0,37,0,30,0,0,0,0,0,0,2,4,0,0,0,0,0,9,1,4,1,20,133,1,1,0,2,1,55,7,,,6.0,1.0,,288001,2010-09-28 20:00:00.000 -0400,16.65,0.16,84800000.0,AMRS,16.0,,,,,,1.0,,,,,,2.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1365916/000119312510218728/d424b4.htm,2010-09-28
35,6,0,0,0,0,5,2,111,0,0,1,0,0,6,1,8,0,13,0,0,2,0,0,0,0,0,1,0,0,0,188,0,2,0,,,,1.0,,60179,2018-12-19 19:00:00.000 -0500,13.0,-0.02,81900000.0,AMTB,13.0,11.0,,3.0,,,,,,,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1734342/000119312518354538/d613972d424b4.htm,2018-12-19
108,87,7,0,12,0,295,105,148,6,0,2,0,0,6,55,24,0,29,14,19,207,0,7,110,141,0,0,0,0,0,1,0,0,0,,,7.0,1.0,,5870153,2020-09-17 20:00:00.000 -0400,23.16,-1.02,742000000.0,AMWL,27.5,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,
64,1,0,0,0,0,55,1,138,0,0,0,0,0,0,9,12,0,0,0,0,87,2,37,58,364,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,259567,2017-01-26 19:00:00.000 -0500,17.53,0.29,75000000.0,ANAB,68.5,,,,,,,,,1.0,1.0,,,,,,,,,,,
5,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,583923,2011-11-17 19:00:00.000 -0500,15.6,-0.86,24140516.0,ANGI,16.05,,,,,,,,,,,,,,,3.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1705110/000104746918007618/a2237340z424b4.htm,2011-11-17
16,0,0,0,0,0,0,0,216,0,0,0,0,0,1,4,5,0,0,0,1,84,1,65,47,579,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,700,2021-02-05 19:00:00.000 -0500,16.74,0.0,80000000.0,ANGN,16.0,,,,,,,,2.0,,1.0,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1601485/000104746921000304/a2242895z424b4.htm,2021-02-05
257,6,0,0,0,0,5,0,175,0,16,0,0,0,0,4,3,0,0,0,0,33,0,14,395,144,2,0,0,0,0,2,1,5,1,,1.0,,1.0,,102827,2020-01-30 19:00:00.000 -0500,10.1213,-0.7887,16000320.0,ANPC,12.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1786511/000119312520020258/d757284d424b4.htm,2020-01-30
28,1,0,0,0,0,6,0,130,0,0,0,0,0,0,1,10,0,0,52,0,51,1,44,33,318,2,2,0,0,0,1,0,0,0,,1.0,,1.0,,931402,2020-01-29 19:00:00.000 -0500,7.02,-2.36,12000000.0,ANVS,50.0,,,,,,,,,,,,,,,,,,,,,
72,9,3,0,0,0,5,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,7,2,0,0,2,6,0,4,0,,,,1.0,1.0,1748772,2021-03-02 19:00:00.000 -0500,10.0,0.01,420000000.0,ANZUU,10.0,,,,,,,,,,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1840877/000110465921031572/tm213438-6_424b4.htm,2021-03-02
72,9,3,0,0,0,5,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,7,2,0,0,2,6,0,4,0,,,,1.0,1.0,1000,2021-04-22 20:00:00.000 -0400,0.5,0.46,420000000.0,ANZUW,10.0,,,,,,,,,,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1840877/000110465921031572/tm213438-6_424b4.htm,2021-04-22
62,1,0,0,8,0,7,15,17,0,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,25,2,0,16,6,8,11,54,22,,,,1.0,,251733,2021-12-27 19:00:00.000 -0500,10.0,-0.01,90000000.0,AOGOU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1881741/000121390021067719/ea153080-424b4_arogocapital.htm,2021-12-27
11,1,0,0,0,0,84,0,56,0,0,0,0,0,0,2,16,0,0,0,0,1,0,0,3,0,3,0,0,0,0,223,0,0,0,,,11.0,1.0,,574848,2021-06-17 20:00:00.000 -0400,18.19,0.16,136800000.0,AOMR,19.0,,,23.0,,,1.0,,,,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1766478/000104746921001208/a2243294z424b4.htm,2021-06-17
161,14,0,0,0,0,6,4,48,0,0,0,0,0,0,4,4,0,5,0,0,1,0,0,2,0,1,0,0,1,12,0,2,2,0,,1.0,,1.0,,489566,2010-04-29 20:00:00.000 -0400,17.91,-0.04,91547728.0,AOSL,18.0,,4.0,,,,,,,,,,2.0,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1387467/000119312510097709/d424b4.htm,2010-04-29
19,7,0,0,0,0,2,3,43,0,0,0,0,0,0,7,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,,1142868,2013-03-07 19:00:00.000 -0500,38.4,-0.5,331624672.0,APAM,62.0,,,,1.0,,,,,,,,,,,,,,,,,
116,54,0,0,10,6,84,116,31,2,0,4,0,0,5,46,7,1,67,2,1,5,1,0,4,0,1,0,0,0,0,2,0,0,0,,,,1.0,,1202814,2022-01-05 19:00:00.000 -0500,2.37,-0.13,15000001.0,APCX,4.15,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1070050/000157570522000031/apcx_424b4.htm,2022-01-05
116,54,0,0,10,6,84,116,31,2,0,4,0,0,5,46,7,1,67,2,1,5,1,0,4,0,1,0,0,0,0,2,0,0,0,,,,1.0,,33567,2022-01-05 19:00:00.000 -0500,0.69,-0.05,15000001.0,APCXW,4.15,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1070050/000157570522000031/apcx_424b4.htm,2022-01-05
8,0,0,0,2,0,32,2,43,2,0,0,0,0,0,10,0,0,1,0,0,4,0,0,0,0,14,0,0,0,0,2,0,1,0,,1.0,,1.0,1.0,705,2021-04-04 20:00:00.000 -0400,9.85,0.0,600000000.0,APGB,10.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1838337/000110465921020759/tm2039719-5_424b4.htm,2021-04-04
31,0,0,0,0,0,8,0,114,0,0,0,0,0,0,4,6,0,0,0,0,57,2,49,49,519,0,0,0,0,0,1,0,0,0,1.0,1.0,,1.0,,178064,2017-11-09 19:00:00.000 -0500,14.04,0.14,149996000.0,APLS,25.5,,,,,,,,,,,,,,,,,,,,,
49,1,0,0,2,0,1,0,110,0,0,0,0,0,0,3,10,0,0,0,0,62,0,35,39,377,0,0,0,0,0,16,0,1,0,,1.0,,1.0,1.0,210551,2019-05-14 20:00:00.000 -0400,9.95,0.5,124737752.0,APLT,10.0,,,,,,,,,,,,,,,5.0,,1.0,,1.0,,
70,0,0,0,0,0,13,1,81,0,0,0,0,0,0,9,1,0,0,0,0,37,7,60,134,386,0,0,0,0,0,1,2,0,0,,,,1.0,,5848,2018-12-18 19:00:00.000 -0500,13.5,-0.55,9000000.0,APM,3.25,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1734005/000121390021028922/ea141621-424b4_aptorum.htm,2018-12-18
2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,0,0,0,0,7,0,0,0,,,,1.0,,174165,2016-07-28 20:00:00.000 -0400,0.9,-0.07,6798802.0,APOPW,0.45,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1671502/000110465924131090/tm2430640d4_424b4.htm,2016-07-28
85,318,0,2,20,2,102,27,183,25,0,1,0,0,2,9,9,1,417,353,58,0,0,0,0,0,2,0,0,0,1,10,0,0,0,,,8.0,1.0,,4148146,2021-04-15 20:00:00.000 -0400,60.75,-4.45,194760000.0,APP,83.0,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,
66,370,3,0,78,32,370,39,136,6,0,4,0,0,0,152,28,0,29,1,1,20,0,0,1,0,6,0,0,0,0,3,0,8,0,,,9.0,1.0,1.0,1714172,2017-05-25 20:00:00.000 -0400,17.69,4.39,85174032.0,APPN,89.4,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
47,2,0,0,1,0,1,0,208,0,0,0,0,0,5,14,1,0,0,0,0,86,5,60,66,542,1,0,0,0,0,0,0,0,0,,1.0,8.0,1.0,,252543,2019-10-03 20:00:00.000 -0400,19.72,0.72,85000008.0,APRE,15.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1781983/000104746919005587/a2239817z424b4.htm,2019-10-03
36,2,0,0,0,0,62,0,154,0,0,0,0,0,0,10,2,0,0,0,0,70,1,52,40,495,1,0,0,1,4,0,0,0,0,,1.0,,1.0,,326250,2018-06-21 20:00:00.000 -0400,20.17,-0.33,102399984.0,APTX,16.0,,,,,,,,3.0,,,,1.0,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1674365/000104746918004670/a2236096z424b4.htm,2018-06-21
